lat,lng,val
-37.334655,143.907186,8600
-33.455088,139.732545,8600
-35.521405,139.236567,8580
-36.953196,149.851694,8575
-33.647362,117.738912,8565
-28.215215,153.479217,8525
-32.282716,133.582274,8520
-34.105205,137.598449,8500
-36.016196,147.026549,8465
-34.823141,137.544605,8415
-36.786777,145.565512,8275
-37.291807,148.118511,8265
-38.597018,145.955341,8260
-33.315827,151.519708,8260
-35.809462,144.184089,8255
-35.776209,148.041339,8245
-36.625333,145.708668,8220
-35.302911,149.201072,8210
-34.902512,117.158861,8200
-38.245215,146.424457,8185
-34.152477,139.12488,8180
-29.829194,153.187047,8165
-31.735174,151.029159,8080
-34.378631,148.797264,8060
-19.227783,146.764659,8035
-33.483614,150.601824,8015
-18.028128,145.157257,8010
-35.572164,138.324567,8000
-34.940962,138.66029,7995
-32.57693,150.564817,7985
-30.599071,121.446478,7975
-36.168997,144.728806,7950
-29.36625,151.814675,7930
-35.109083,139.273641,7910
-34.362864,118.657118,7895
-41.210495,146.57356,7860
-36.474937,143.586215,7855
-42.31694,147.48727,7795
-20.80796,143.164223,7760
-33.783171,116.506912,7755
-31.951084,117.406271,7720
-29.818331,139.666239,7695
-32.3438,151.522527,7690
-36.074144,141.538074,7680
-33.466819,141.90794,7675
-33.928392,150.921448,7670
-33.756443,150.810246,7635
-42.314526,148.281407,7610
-33.410436,115.828921,7605
-33.341076,115.649205,7580
-41.319891,146.835317,7545
-32.108961,116.208263,7515
-32.660186,151.683702,7500
-36.565078,146.266835,7490
-23.180174,150.958111,7490
-33.634816,151.323289,7475
-31.298962,148.581142,7475
-34.902108,146.303599,7455
-19.23794,146.540275,7445
-18.773365,122.753792,7420
-31.237406,115.82111,7405
-33.755476,150.678551,7380
-33.019715,151.663175,7370
-38.312647,145.563979,7365
-33.35257,116.204886,7345
-33.520358,151.374403,7320
-28.664595,151.675437,7285
-29.474921,149.462148,7260
-28.418047,145.596265,7255
-32.07687,147.838499,7250
-33.813104,150.957425,7235
-37.241401,145.111854,7220
-32.212021,138.883978,7185
-33.969624,151.237844,7155
-37.000261,143.126344,7150
-33.859953,151.256649,7150
-26.734305,152.766898,7115
-32.80605,117.626013,7110
-27.965214,151.948279,7110
-28.547307,153.432398,7100
-30.073663,153.143409,7095
-32.39502,123.744186,7085
-31.373201,147.785831,7070
-36.667303,141.89695,7035
-32.983963,151.707801,6990
-33.94707,139.975421,6975
-27.832196,114.852437,6975
-34.645377,150.756883,6965
-29.018999,153.243213,6965
-21.754127,148.569564,6940
-26.26117,151.823079,6925
-34.423171,150.874294,6920
-37.066169,147.464799,6915
-36.247446,145.704042,6900
-32.819819,151.65415,6850
-31.6402,151.964845,6840
-33.902869,148.054607,6825
-34.313241,146.841533,6800
-32.757616,151.607554,6775
-39.140761,146.360412,6755
-38.578071,145.630713,6750
-31.046117,150.199154,6735
-33.131383,118.510341,6720
-25.382928,149.547307,6715
-19.285821,146.754745,6690
-36.093534,140.348707,6685
-27.064207,151.433657,6670
-33.722323,150.739398,6660
-34.489867,146.373471,6645
-35.384557,142.839304,6630
-28.035453,153.241258,6630
-27.256065,152.482636,6595
-36.361056,146.725705,6590
-32.176607,116.76028,6580
-37.035925,145.257867,6570
-25.55725,148.589834,6530
-35.803421,137.924659,6515
-33.79419,151.130233,6500
-27.399573,152.98725,6475
-34.891417,138.617673,6460
-34.231083,148.10732,6445
-36.483116,143.886832,6435
-37.873557,145.049328,6415
-33.814887,146.667476,6405
-32.223657,115.835308,6400
-37.125338,144.21419,6380
-34.16715,150.622493,6380
-33.036339,137.277293,6380
-28.341631,150.967836,6370
-27.68768,152.396656,6370
-28.111411,153.134987,6360
-32.579015,116.665242,6305
-37.196938,143.635622,6300
-35.045389,138.52272,6295
-28.907675,153.427314,6270
-28.985892,114.815184,6240
-35.4698,149.484038,6220
-27.373947,153.084784,6220
-28.259143,152.822971,6200
-33.100172,136.318517,6195
-36.638769,147.476819,6180
-38.17277,144.389533,6170
-35.275863,149.113796,6155
-34.595073,138.547998,6145
-41.284242,148.076401,6125
-34.933478,147.716767,6120
-41.13407,147.198018,6065
-37.75803,144.086089,6065
-34.592433,150.84584,6065
-30.281899,150.523163,6060
-31.936389,115.808169,6030
-33.818641,151.160912,6020
-27.18463,152.008635,6005
-42.62988,148.091696,6000
-36.257725,142.387341,5995
-33.285097,151.556223,5980
-38.290199,142.058916,5970
-33.656811,138.191161,5970
-32.280785,149.45909,5965
-19.310498,146.652307,5955
-37.435507,140.852283,5935
-32.630616,115.847592,5925
-29.139369,115.485567,5920
-37.597551,147.228456,5905
-34.937459,138.608637,5900
-34.438738,115.860627,5880
-17.815378,146.010914,5870
-20.016612,148.457987,5860
-27.543316,153.088155,5850
-35.773247,147.391271,5835
-26.742043,153.119478,5830
-27.169774,152.786172,5825
-41.269708,145.931776,5815
-32.948567,151.71008,5810
-35.945353,145.632682,5805
-31.439614,152.87253,5785
-34.055304,115.626518,5775
-34.618289,117.781468,5770
-41.100305,145.607556,5760
-30.701145,116.090272,5750
-33.604022,150.646053,5745
-31.69444,115.845329,5745
-35.248071,149.148147,5730
-30.804675,116.396304,5730
-35.901765,142.890804,5720
-34.922605,138.654999,5700
-35.28775,138.555169,5685
-31.63315,148.648353,5680
-32.740876,148.561505,5670
-37.527142,140.616636,5660
-24.688503,151.872531,5655
-30.413331,149.767538,5645
-33.928029,137.756193,5635
-24.318471,151.727736,5635
-28.777563,151.24801,5620
-37.041215,145.608491,5615
-33.957725,151.052257,5595
-27.605551,152.967822,5595
-32.892577,151.65807,5560
-41.015197,148.026137,5555
-36.044097,148.094043,5550
-33.676424,138.39411,5540
-26.630369,152.761131,5515
-30.604667,152.956681,5510
-27.554082,152.921521,5500
-31.161835,118.107061,5490
-30.540297,151.297519,5490
-34.583539,150.754592,5485
-27.502784,152.898911,5465
-23.329938,140.22124,5465
-34.080278,138.883459,5460
-37.840867,145.068191,5435
-33.763976,150.780073,5415
-30.261439,117.789878,5400
-20.79424,144.218437,5400
-38.215906,144.334005,5390
-17.095516,145.782765,5375
-38.679417,143.671777,5355
-37.787135,144.394442,5350
-37.829347,146.077886,5335
-34.257669,144.695233,5335
-24.889395,146.399409,5330
-36.529386,149.306729,5325
-35.89277,143.45008,5325
-34.538013,139.652642,5315
-27.620656,152.80457,5295
-20.407853,118.606673,5285
-34.549295,138.939049,5280
-27.682273,152.884999,5255
-19.286635,146.787716,5255
-26.612359,153.079239,5245
-26.516942,153.068303,5245
-34.627126,140.050653,5225
-33.194457,138.643794,5210
-32.131993,115.854584,5210
-33.185465,118.086163,5205
-29.021683,116.120459,5205
-27.526966,153.053952,5205
-34.010094,139.530277,5200
-27.805498,153.392892,5200
-38.007024,145.104105,5155
-36.864952,143.657638,5145
-35.061705,138.603897,5140
-36.079335,143.744455,5135
-14.962686,128.397192,5135
-33.286272,117.342795,5125
-38.42207,146.158866,5115
-33.748914,151.279999,5115
-42.877588,147.385681,5100
-35.449887,140.030554,5100
-35.356021,146.767674,5100
-33.532315,117.384564,5080
-32.281957,115.75773,5075
-36.962316,147.063163,5070
-36.837461,144.768359,5070
-35.143492,138.633118,5055
-30.766245,148.261265,5050
-17.384187,145.624143,5045
-28.27973,153.548588,5030
-33.538228,116.85396,5020
-32.803533,117.120895,5020
-27.839347,153.419405,5015
-31.654722,152.652155,5010
-33.007264,148.904531,5005
-32.360111,134.539431,5000
-30.529366,152.96348,5000
-34.093213,151.136596,4990
-33.915939,150.875345,4990
-33.766409,151.257781,4980
-43.262123,147.03435,4975
-31.622021,116.072828,4975
-37.567684,149.538907,4960
-36.577628,145.229349,4955
-31.763347,115.756405,4945
-34.095314,138.444457,4940
-39.949379,148.329247,4935
-26.995752,149.798038,4935
-36.464118,145.145217,4930
-32.965877,148.611239,4930
-33.941351,115.280972,4920
-26.360226,150.638563,4920
-34.721845,140.811093,4915
-34.793169,138.629463,4890
-33.950853,137.610828,4885
-32.805438,116.413369,4880
-38.10718,145.669112,4865
-34.907597,138.623527,4840
-34.957195,138.60648,4835
-34.952075,138.575187,4815
-32.979123,117.306862,4810
-34.718681,138.754254,4805
-34.485635,140.63513,4805
-34.856239,138.612959,4795
-38.049195,144.194625,4785
-27.467217,134.430044,4785
-30.874243,116.725982,4780
-38.157038,144.34652,4770
-26.156837,153.042307,4770
-38.407094,143.133721,4755
-33.79315,151.258069,4710
-37.821756,146.576101,4705
-16.789777,145.666474,4690
-34.711848,150.13033,4685
-33.769107,138.12018,4660
-31.605825,117.020194,4650
-43.291937,147.140014,4635
-34.702506,138.674449,4625
-35.566153,138.627975,4615
-41.177924,146.783947,4600
-33.866044,151.133865,4600
-38.316869,146.607101,4580
-36.70633,143.51213,4575
-23.642723,146.840497,4575
-41.264912,147.086396,4565
-20.271072,148.989038,4565
-33.012446,138.239719,4560
-34.021938,151.004412,4555
-28.546257,152.388341,4550
-26.771797,153.017962,4545
-37.025316,141.269571,4535
-37.823303,145.001788,4530
-31.735738,150.603274,4530
-36.575936,145.019312,4525
-32.73576,137.703073,4525
-37.784786,145.161649,4515
-26.279772,151.338904,4490
-37.743361,144.796693,4485
-34.055155,150.756493,4480
-42.947314,147.334695,4470
-36.570077,144.805307,4470
-34.343393,139.525937,4470
-34.739425,150.800637,4465
-34.303007,138.930335,4465
-33.530464,136.860876,4455
-32.785207,151.453148,4450
-31.835333,115.849098,4450
-38.47372,145.798419,4445
-28.037627,153.41692,4435
-32.97338,138.771209,4430
-25.350178,150.778657,4430
-38.162578,145.135961,4425
-32.723142,118.288784,4425
-31.971647,115.77639,4420
-30.748419,118.448501,4415
-37.546522,144.942199,4405
-37.610841,148.873952,4400
-25.639378,118.554936,4380
-27.33128,151.480666,4375
-35.020412,138.791651,4365
-37.286611,145.435776,4350
-34.18289,138.775266,4350
-38.60357,146.359804,4345
-27.473135,151.703647,4345
-33.089963,151.668857,4340
-37.571707,146.805175,4330
-32.008509,115.870058,4320
-28.36456,152.49765,4320
-28.008783,153.412197,4315
-19.53085,147.139821,4315
-27.348199,149.070172,4310
-25.266279,152.568678,4310
-33.682661,115.888662,4290
-36.780524,140.904543,4285
-26.35256,151.741338,4285
-31.583037,152.820899,4275
-30.427329,149.001543,4275
-26.627339,150.205114,4275
-33.578188,138.003325,4270
-28.709545,153.514963,4270
-35.510039,148.034012,4265
-31.193339,149.263874,4265
-25.557047,152.280868,4250
-37.896497,145.057237,4240
-34.86475,138.509247,4240
-33.564872,115.923933,4235
-32.269414,147.260419,4205
-37.573978,142.312764,4185
-34.272303,137.956861,4185
-30.27368,116.060619,4180
-29.871532,150.49786,4155
-21.188063,148.832763,4150
-35.450839,138.388132,4135
-36.740713,145.095753,4130
-26.505863,152.803089,4130
-33.990448,119.237195,4110
-26.655067,153.075373,4110
-33.539148,151.084146,4105
-36.777226,144.245239,4100
-19.323109,146.840325,4080
-38.224191,147.106181,4070
-38.026314,143.520934,4060
-37.814506,145.532666,4060
-37.420588,143.88637,4060
-36.224186,145.440315,4060
-32.642118,151.319414,4060
-32.584028,148.266655,4060
-20.867952,147.518462,4055
-38.043542,145.787991,4040
-37.210538,145.687889,4030
-37.74247,145.005702,4025
-23.790711,143.402522,4020
-38.685115,146.278804,4015
-35.387709,138.655684,4015
-17.741424,145.924432,4005
-33.340269,148.731814,3995
-33.409359,135.02078,3990
-31.484853,116.38064,3990
-34.884233,138.669275,3985
-33.885153,117.065276,3980
-26.700379,153.049784,3975
-19.143944,146.831766,3975
-12.533944,142.267938,3970
-36.055725,144.159028,3965
-34.808422,138.531567,3960
-34.669486,138.681702,3960
-36.61323,139.937126,3955
-33.783955,148.90873,3955
-37.263736,144.900644,3945
-34.027283,150.842258,3945
-33.832923,150.435639,3945
-20.777471,140.652531,3945
-37.763584,144.942222,3940
-33.858378,151.275977,3940
-33.85749,151.103751,3940
-33.60382,151.322759,3935
-35.257315,149.049796,3930
-34.766049,142.820973,3930
-32.951039,151.742882,3915
-38.016114,145.208504,3905
-35.491206,138.834806,3905
-31.842527,115.980754,3900
-35.225102,147.047366,3895
-35.004063,138.602387,3890
-16.839378,145.711531,3890
-17.33327,145.476659,3880
-35.332477,142.425302,3875
-32.708545,134.790236,3875
-33.462193,149.158755,3860
-20.710799,118.441716,3850
-27.022484,152.858311,3845
-21.43004,149.178072,3845
-36.321109,144.709543,3840
-36.051782,145.974755,3840
-34.176844,140.782026,3840
-19.372329,146.707586,3835
-34.919086,118.462801,3825
-27.248337,153.088498,3825
-28.660756,153.592843,3810
-33.974354,151.140345,3800
-37.86172,144.812736,3780
-38.42776,144.900413,3775
-11.33852,142.465399,3765
-31.266649,116.779032,3760
-36.586316,148.037958,3750
-41.600719,147.897402,3745
-33.839863,151.204557,3745
-35.487989,143.14445,3740
-33.663002,150.860258,3740
-33.832747,151.015196,3730
-38.263005,144.174411,3725
-27.676499,153.384655,3725
-23.66268,150.394906,3725
-38.389835,142.660221,3720
-36.142596,145.30827,3720
-27.563685,150.961981,3715
-27.612178,153.009526,3710
-34.761553,138.61884,3705
-34.841984,138.553453,3700
-27.568178,153.207096,3700
-37.867809,145.786343,3685
-37.083561,144.053611,3685
-34.771432,138.663871,3675
-35.035729,138.947189,3670
-34.806494,138.498128,3670
-33.797127,151.04218,3670
-33.731651,150.955942,3670
-38.207298,145.575,3660
-33.42537,151.436939,3655
-33.783751,150.900547,3650
-29.620234,150.787333,3645
-38.311513,143.584742,3635
-34.990592,150.450994,3635
-33.533055,150.317795,3630
-33.401829,138.165325,3625
-35.110123,138.50172,3610
-34.770931,143.387009,3605
-37.739901,144.964524,3595
-32.702065,116.128249,3595
-37.828866,145.122393,3590
-36.36819,144.206865,3590
-34.638218,138.897802,3590
-33.964102,150.997836,3590
-27.967134,153.397952,3590
-24.999569,150.213774,3585
-37.864951,145.221695,3560
-35.76294,145.434084,3560
-29.156771,153.303855,3560
-34.525612,150.503502,3550
-34.911674,142.206711,3540
-34.505411,150.766132,3540
-26.425754,152.909206,3530
-27.552135,152.975619,3520
-26.531487,152.964814,3520
-33.996587,151.132495,3515
-33.955393,151.148204,3515
-36.189376,140.788199,3510
-28.110523,146.990784,3510
-37.935097,145.350821,3505
-33.965473,139.140266,3505
-38.364034,143.82588,3500
-32.880319,151.73862,3500
-34.353109,139.240946,3470
-18.705507,127.320764,3470
-38.307545,144.299978,3465
-38.036038,141.963223,3450
-34.887511,138.559407,3450
-33.800881,151.202715,3450
-32.933305,151.651095,3440
-35.336413,149.147614,3430
-38.135009,145.384606,3425
-36.380853,145.403176,3415
-26.75002,149.381938,3410
-36.332254,145.960209,3405
-34.681077,138.616157,3405
-42.719274,147.315111,3400
-41.303174,146.072407,3400
-38.37884,142.482889,3400
-33.914832,151.239167,3400
-27.569679,115.72384,3400
-33.892738,150.92937,3395
-31.985791,115.804692,3395
-30.62816,152.737629,3380
-38.166213,146.772991,3375
-34.705292,139.084565,3375
-33.531714,138.604466,3375
-30.820157,125.672818,3375
-42.85132,147.449794,3370
-35.55097,140.732182,3370
-34.850669,140.114394,3370
-34.114626,151.027919,3370
-33.83319,116.972036,3370
-35.147923,138.552209,3365
-34.300293,150.9299,3365
-32.844998,146.085138,3340
-18.752827,125.282055,3335
-30.613981,117.440487,3320
-37.938889,145.007238,3315
-32.061682,115.833608,3310
-27.767029,153.27631,3310
-33.898505,148.664838,3305
-34.373654,150.886721,3300
-38.196908,145.169556,3295
-33.892944,151.087741,3295
-31.498123,143.270562,3285
-33.928235,118.596801,3275
-42.823649,147.630737,3260
-36.873961,141.051389,3250
-32.338504,115.763949,3250
-37.811738,145.074116,3245
-27.470778,153.074231,3230
-34.096397,117.717905,3225
-26.055099,152.221081,3225
-35.431011,149.110025,3220
-33.152294,135.740152,3220
-32.746224,152.193698,3220
-36.284584,145.082735,3215
-34.706106,116.141244,3215
-37.727566,145.818512,3210
-26.40373,149.206489,3210
-32.833204,135.02092,3205
-32.03954,115.800233,3205
-38.313447,145.811863,3195
-33.742006,150.84746,3195
-27.7283,151.859857,3195
-37.821921,147.970237,3190
-31.901801,115.942572,3190
-27.399335,153.05355,3190
-31.692538,115.772138,3185
-30.348514,115.640925,3185
-34.956227,138.58811,3180
-34.839937,138.882403,3180
-26.904889,114.627287,3180
-33.926559,151.014937,3175
-38.194379,145.989901,3160
-33.482123,151.331154,3150
-38.435217,145.812945,3145
-37.790974,144.98622,3145
-33.948744,151.119517,3145
-34.864409,138.581605,3140
-33.873599,151.221626,3140
-36.68753,147.17925,3130
-32.953236,151.621183,3130
-24.729644,152.088816,3130
-42.793393,147.230065,3125
-34.052334,116.166583,3125
-28.050522,151.841358,3125
-33.829953,151.124488,3120
-33.739577,151.297895,3120
-35.669947,139.275737,3115
-37.770012,144.97728,3110
-34.171024,115.233622,3110
-27.535216,153.26571,3110
-29.198493,151.141751,3105
-38.046479,145.122762,3095
-28.199024,152.234242,3095
-27.425651,153.232567,3085
-34.957399,138.545826,3070
-27.534438,153.018893,3065
-27.003199,117.674648,3065
-28.228906,150.321016,3060
-35.757569,146.324523,3055
-33.209125,151.528042,3055
-27.932207,153.279483,3050
-31.379673,115.568551,3045
-27.68195,149.709428,3045
-27.385605,153.019449,3045
-25.912724,121.214907,3040
-34.51494,137.811541,3035
-37.744406,145.082685,3030
-34.180532,142.004192,3030
-31.83489,115.803068,3030
-34.2583,136.154091,3020
-34.061253,137.862942,3020
-37.795937,144.793961,3010
-26.408596,153.096957,3010
-34.507413,138.560286,3005
-32.820688,151.486212,3005
-27.669913,153.136072,3005
-29.958521,147.983033,2995
-37.681105,144.930247,2990
-27.512175,153.028768,2990
-41.358817,147.357686,2985
-19.862878,147.416856,2980
-27.541838,114.379678,2975
-35.351693,149.092601,2965
-37.469784,145.182221,2960
-34.04948,147.712064,2960
-37.877452,143.185911,2955
-37.888549,142.98753,2945
-27.631116,145.892163,2940
-41.472435,147.157786,2930
-27.506907,152.976926,2930
-41.828496,147.781593,2910
-34.938664,138.946384,2905
-34.443966,139.007886,2905
-33.872483,151.044768,2905
-27.967005,153.365576,2905
-37.932419,144.754147,2900
-33.844406,116.072643,2900
-17.956336,138.862024,2900
-42.85913,147.212366,2895
-35.084001,138.519781,2895
-35.050773,137.56046,2890
-34.873844,138.703683,2890
-33.872014,150.88526,2885
-33.397741,138.893337,2885
-37.965655,145.0623,2880
-37.261481,143.379493,2880
-33.525322,151.194452,2880
-27.393676,152.92424,2875
-37.530285,143.82561,2870
-26.168944,125.733157,2870
-26.145002,152.012412,2860
-27.318074,153.047339,2855
-37.424116,144.33471,2850
-31.733717,115.747655,2850
-27.57925,153.057452,2850
-37.501619,144.513018,2845
-37.379331,147.887515,2845
-34.998401,138.703957,2845
-37.731138,144.936356,2835
-33.828361,151.192212,2835
-26.849388,152.91803,2830
-34.668553,138.507899,2825
-38.528213,145.379683,2820
-37.944608,145.156783,2820
-37.574691,140.462487,2820
-38.514438,146.836248,2815
-38.235475,141.437227,2815
-33.459192,145.479249,2815
-32.823221,144.495401,2810
-31.109943,138.641084,2805
-32.417598,152.002451,2795
-27.794456,152.03681,2790
-29.409325,150.222662,2785
-33.071806,150.118609,2770
-32.242313,138.468686,2770
-43.158652,147.209628,2760
-37.79119,144.923403,2760
-33.89037,151.17598,2760
-38.521903,143.712384,2755
-33.375562,148.375577,2755
-30.72155,115.718713,2755
-38.569135,145.534315,2750
-37.110344,145.07088,2750
-32.061501,115.890779,2750
-36.174271,146.428656,2745
-30.912266,116.252618,2745
-38.550379,145.937973,2735
-33.900649,151.175354,2735
-33.571335,149.267666,2735
-32.422646,118.351936,2735
-27.701681,152.967761,2735
-21.622237,149.267446,2735
-37.41233,144.956641,2730
-34.938858,138.558451,2730
-33.539564,148.633991,2730
-37.921894,145.3892,2720
-34.768863,145.807866,2720
-38.263811,144.523761,2715
-38.096289,145.867337,2715
-37.837165,144.705831,2715
-36.17028,142.766588,2715
-33.731523,150.931074,2700
-33.125751,138.319834,2695
-34.514149,137.508603,2690
-33.728782,151.211719,2690
-38.204448,145.356937,2680
-36.093878,145.479471,2680
-31.852698,115.765396,2680
-31.79583,115.754405,2680
-27.559944,152.871141,2680
-38.04658,145.472514,2675
-35.206107,138.727179,2665
-34.321288,140.556181,2665
-37.752643,143.373089,2660
-36.904185,142.647565,2660
-36.127663,149.792292,2660
-32.078535,116.008603,2660
-33.815482,151.294675,2655
-28.645485,148.753584,2655
-35.89718,145.428306,2645
-35.060163,142.850456,2635
-33.930089,151.057799,2635
-22.771751,149.719215,2625
-42.922863,147.319501,2615
-34.35558,150.709623,2615
-33.24358,146.40002,2615
-34.553306,141.388479,2610
-33.642202,151.278293,2610
-42.878355,147.308002,2605
-41.594913,146.815084,2605
-38.734636,146.066529,2605
-37.812017,147.764385,2605
-37.656057,144.571458,2605
-34.86303,138.541637,2600
-26.313995,152.876607,2600
-36.150678,146.919493,2595
-34.093038,138.243785,2595
-31.184717,117.381055,2595
-37.938471,145.487862,2590
-33.880049,151.101757,2585
-35.093257,138.881803,2580
-25.111289,115.011494,2575
