lat,lng,val
-36.51553,144.638363,2565
-34.243279,142.100896,2565
-33.732671,150.62902,2565
-28.612449,118.157573,2565
-36.844307,147.299257,2560
-36.082665,145.688671,2560
-33.690331,151.040358,2560
-27.723837,153.102664,2555
-37.916956,145.036783,2550
-35.003794,138.535434,2550
-27.42687,153.029681,2550
-33.814463,151.006506,2545
-37.700175,145.108339,2540
-34.819614,138.707261,2535
-36.88053,147.826143,2530
-33.723693,151.16729,2530
-37.822725,145.030602,2520
-36.41273,141.017332,2520
-27.427508,153.000297,2520
-36.242443,145.957776,2515
-35.013711,144.206139,2515
-34.940362,138.633974,2515
-37.766292,144.960108,2510
-34.29774,138.659866,2500
-27.162277,153.393497,2500
-37.573711,144.308232,2495
-36.164865,144.297958,2495
-34.164709,142.225122,2495
-38.326447,145.007626,2490
-37.876968,145.170841,2490
-31.996371,115.757646,2490
-37.857443,145.034127,2480
-35.902842,139.815539,2470
-33.475994,115.674056,2470
-37.706578,144.927968,2465
-37.653945,143.883416,2465
-37.474551,144.69202,2465
-34.505797,148.360971,2465
-33.739084,140.753178,2460
-22.265028,113.954791,2455
-33.844153,150.875028,2440
-27.354711,153.040051,2440
-33.780246,151.195368,2435
-43.152512,147.70789,2430
-36.860723,149.894825,2430
-34.822615,138.735572,2430
-34.802736,138.581513,2430
-27.456031,153.06036,2430
-34.726229,138.666615,2425
-37.35388,144.750796,2420
-34.766452,138.832225,2420
-23.807115,150.965859,2415
-34.031602,150.799483,2410
-31.864113,115.843478,2405
-28.184241,153.526816,2405
-20.699288,117.067614,2400
-33.858335,150.983724,2385
-37.779677,143.51253,2380
-34.293827,115.142231,2380
-26.411731,153.047416,2380
-33.836102,151.149126,2370
-38.589302,146.126718,2365
-33.281233,117.783872,2365
-30.614263,116.829163,2365
-16.972341,145.383091,2365
-38.111002,144.33452,2360
-31.246581,116.537461,2360
-35.59601,139.935161,2355
-35.410206,149.111402,2355
-37.846534,144.95086,2345
-37.866786,145.350888,2340
-37.829752,145.049415,2335
-34.714515,147.896911,2335
-23.135744,150.381164,2330
-36.035908,147.667373,2325
-32.339759,140.027346,2325
-34.820685,138.6199,2320
-33.947286,151.014547,2320
-30.357168,153.08188,2320
-28.364992,149.267966,2320
-32.514294,115.959595,2315
-29.484556,153.334228,2315
-35.893394,144.641831,2310
-38.629561,145.745609,2305
-38.135253,145.268888,2305
-33.21045,134.673762,2305
-36.515712,146.603574,2300
-34.905461,138.49264,2300
-30.430931,136.746735,2295
-31.481223,118.289983,2290
-28.19076,153.415088,2290
-34.935734,138.544358,2285
-32.040061,115.825994,2285
-34.903259,138.56787,2280
-31.891957,115.786821,2280
-37.705529,144.571033,2275
-33.971605,116.155378,2275
-31.12327,117.945624,2275
-28.084952,153.434406,2275
-17.608772,145.959335,2275
-30.488998,118.13352,2270
-37.214147,139.917377,2260
-31.860591,116.310249,2260
-30.949795,120.898892,2260
-28.110164,153.318916,2260
-33.558726,136.103172,2250
-31.871671,115.811933,2250
-29.925739,149.690988,2250
-28.190899,143.224764,2250
-27.501349,153.096812,2250
-37.915066,144.996329,2245
-33.561858,151.168984,2245
-36.287306,145.260653,2235
-33.961366,151.03221,2235
-37.241527,145.90623,2230
-33.557893,150.72802,2230
-31.643227,115.74887,2230
-31.127571,117.735836,2225
-32.915604,147.603587,2220
-27.436088,153.061914,2220
-35.535739,146.977849,2215
-35.194211,138.477958,2215
-32.158361,115.790704,2215
-38.12413,146.596877,2210
-26.848329,151.964673,2210
-38.381582,145.697053,2205
-38.254454,142.630109,2205
-33.692534,150.587962,2205
-33.621176,115.615674,2205
-27.484254,153.009661,2205
-27.452067,153.008893,2205
-38.070135,145.565304,2200
-35.41891,149.063805,2200
-32.255249,148.110385,2200
-26.539914,149.590426,2200
-37.914728,147.727389,2195
-33.871341,150.671487,2195
-33.763843,150.871134,2195
-34.05494,151.120091,2190
-33.754582,151.153176,2190
-31.579991,117.679993,2190
-28.150224,153.489332,2185
-36.07096,143.241334,2180
-43.535913,146.356055,2175
-33.828949,151.223094,2175
-35.699906,147.07831,2155
-34.847707,138.477054,2155
-35.001213,138.516314,2150
-35.793776,137.72022,2145
-31.930574,115.871864,2145
-38.263052,144.40814,2140
-38.155186,143.648479,2135
-33.606021,136.437661,2135
-43.170598,147.822931,2130
-37.84411,145.017732,2130
-37.653917,144.923609,2130
-34.1931,142.154161,2130
-17.293532,129.662008,2120
-37.819594,145.248209,2115
-37.724141,144.699671,2115
-37.708784,145.416004,2115
-34.550897,138.83423,2115
-33.835018,151.070853,2115
-20.785813,115.407335,2115
-37.495349,147.866067,2110
-17.622583,146.078807,2110
-33.903521,151.184665,2105
-33.869017,118.112783,2100
-33.451323,121.732214,2100
-38.195017,145.093743,2095
-33.159023,147.772834,2095
-32.495421,117.763902,2095
-29.514304,115.597715,2095
-41.70457,146.988293,2090
-37.982186,142.853634,2085
-27.397055,153.074982,2085
-30.972846,115.424656,2075
-35.112119,138.565224,2070
-38.064252,145.634339,2060
-31.088119,151.246189,2060
-38.44818,145.591284,2050
-36.63511,144.576787,2050
-36.607616,144.041722,2050
-28.34099,153.560693,2050
-27.611129,153.087839,2050
-31.816059,115.899644,2045
-19.214466,141.243755,2045
-41.352322,146.412127,2040
-34.968051,138.548367,2040
-32.924571,151.743325,2040
-37.980868,141.789606,2030
-21.169015,148.952546,2030
-36.515303,144.28053,2025
-28.349373,152.305204,2020
-35.542622,144.230168,2015
-27.240638,152.993187,2015
-37.668408,145.107802,2010
-26.724017,145.397502,2010
-17.741867,141.185062,2010
-37.592101,145.192854,2000
-34.494723,150.873081,2000
-33.619756,151.150498,2000
-37.655945,142.527253,1995
-34.793414,138.724953,1990
-33.404462,149.969799,1985
-32.42656,115.760224,1985
-26.66324,152.965013,1980
-36.13191,141.940764,1975
-34.936926,138.570873,1975
-30.777381,148.984063,1975
-23.632816,148.891333,1975
-16.134853,123.753964,1975
-37.172964,143.280627,1970
-34.90073,138.51199,1970
-33.839275,147.308172,1965
-33.723263,151.108249,1965
-37.851305,145.101,1960
-29.611901,150.331619,1960
-26.691701,152.95452,1960
-38.126458,145.157574,1955
-36.148922,145.959015,1955
-34.854247,138.64344,1955
-34.821319,138.680226,1955
-38.693437,146.472132,1950
-36.699331,141.201068,1945
-33.905586,151.023171,1935
-33.810991,151.084181,1935
-32.619929,147.538565,1930
-35.010886,138.654942,1925
-34.466406,150.943899,1925
-35.00298,138.594176,1920
-33.319068,120.349013,1920
-33.650999,151.216929,1915
-29.441821,150.547545,1910
-33.872435,150.947496,1905
-28.101892,153.410392,1900
-25.990771,153.097862,1900
-37.839387,145.347505,1895
-37.831693,144.958176,1895
-21.054268,148.50081,1895
-38.355231,145.094502,1890
-37.751845,144.902556,1890
-37.882562,145.090149,1885
-36.03202,145.246572,1885
-38.716838,143.474392,1880
-37.73919,145.115208,1880
-28.845315,151.847374,1880
-28.571936,151.918897,1880
-27.590722,153.077926,1880
-26.978981,151.803967,1875
-42.958471,147.906152,1865
-33.880179,151.184458,1865
-41.784391,145.201632,1860
-35.45676,149.08972,1860
-34.957325,138.722419,1860
-34.954325,138.621477,1860
-38.268176,142.351658,1855
-36.206055,144.961183,1855
-33.871222,151.193055,1855
-31.126265,149.754627,1850
-36.414359,145.937326,1845
-34.965359,143.189786,1845
-31.956599,115.811432,1845
-33.959617,150.970931,1840
-30.140505,151.001122,1840
-43.209774,147.227479,1835
-34.622783,138.724059,1835
-33.912288,151.155539,1835
-29.8313,146.94474,1835
-37.774486,144.897221,1830
-38.210382,146.065656,1825
-34.963195,138.649183,1825
-28.833846,115.764797,1825
-27.583528,153.116151,1825
-26.004636,151.589811,1825
-37.945149,145.115271,1820
-34.230944,150.969679,1820
-41.333887,147.152757,1815
-37.743008,145.046401,1815
-33.400929,116.625294,1815
-37.942021,145.047802,1810
-34.948827,138.506052,1810
-33.610787,115.0768,1810
-31.95707,115.836896,1810
-31.169257,118.681242,1805
-36.180787,146.604622,1800
-43.029525,147.663981,1795
-37.777204,144.829945,1795
-33.831212,136.499961,1790
-33.031221,116.029777,1790
-32.265645,115.835972,1790
-29.427879,138.049515,1790
-37.91342,145.12665,1785
-34.906905,138.815277,1785
-31.938107,115.899589,1785
-37.807101,144.907953,1780
-32.024363,115.837525,1780
-37.796091,145.232557,1775
-31.985247,115.908576,1775
-24.632323,151.621961,1775
-33.867187,151.171915,1765
-32.923321,151.532669,1765
-29.545139,117.835179,1760
-26.987776,153.12414,1760
-37.774064,144.999745,1755
-31.94994,116.004245,1755
-36.038655,146.930436,1750
-34.218439,150.584634,1750
-33.996063,150.843761,1750
-32.901412,149.964131,1750
-37.806965,145.125084,1745
-34.176731,148.523704,1745
-27.320633,151.596963,1745
-27.655062,152.142704,1740
-37.917932,145.292895,1735
-31.327544,118.524208,1735
-37.881414,144.984034,1730
-33.951109,150.917444,1730
-37.701346,145.056223,1725
-35.007341,138.575023,1725
-33.857591,115.188682,1725
-41.616219,147.223173,1720
-35.231279,149.086682,1715
-27.851804,152.592399,1715
-43.062899,147.753782,1710
-37.881041,147.839367,1710
-32.286284,117.879836,1710
-27.545157,153.451696,1710
-17.352821,145.872166,1710
-31.826199,115.941108,1705
-31.643902,116.797476,1705
-27.568359,153.020197,1705
-27.500518,153.005045,1700
-38.147989,144.668477,1695
-35.030702,138.546572,1695
-33.930314,151.223936,1695
-16.993753,145.729193,1695
-32.038228,115.783732,1690
-37.793695,145.081714,1685
-33.9491,138.188988,1685
-35.196481,138.553437,1675
-34.061823,115.176529,1675
-31.48847,115.616105,1675
-37.858918,145.019393,1670
-35.037558,140.242147,1670
-30.027371,115.087155,1670
-17.447378,140.92883,1670
-33.748279,115.956731,1665
-31.651142,117.222062,1665
-35.096383,138.515652,1660
-27.36618,153.175242,1660
-36.479193,145.30098,1655
-37.061635,144.214903,1650
-37.925371,145.013593,1645
-37.705324,144.82246,1640
-33.891146,151.193858,1640
-33.702167,150.686816,1640
-32.180856,138.1056,1640
-31.687341,115.711684,1635
-26.23368,147.490282,1635
-35.31537,149.170023,1630
-30.925233,153.053789,1630
-27.931188,148.408512,1630
-35.149737,138.49632,1625
-38.352327,145.199777,1620
-35.333843,146.332431,1620
-34.285785,135.66453,1620
-37.642852,145.365993,1615
-34.788611,116.604043,1615
-25.377582,141.581266,1615
-37.856009,145.31784,1610
-35.492114,139.0336,1610
-33.973161,151.117453,1610
-38.396077,144.827203,1605
-34.921123,138.735107,1605
-33.858556,151.180095,1605
-33.813106,151.059845,1605
-32.909816,151.704581,1605
-27.433237,153.04354,1605
-34.824516,138.493796,1600
-38.437946,146.319351,1590
-38.209921,144.572989,1590
-32.445896,115.755289,1590
-35.166866,138.481211,1585
-34.129198,135.635831,1580
-33.68873,116.206928,1580
-33.245138,115.846788,1580
-31.903241,115.840879,1580
-37.619102,145.074353,1575
-36.839707,145.179762,1575
-33.94913,151.075304,1575
-42.988314,147.409324,1565
-30.627675,150.761923,1565
-37.264671,147.707962,1560
-33.81658,151.108447,1560
-33.813209,151.183801,1560
-33.775596,151.043518,1560
-32.917776,151.754696,1560
-32.296524,117.140629,1560
-27.869823,153.360694,1560
-19.510071,147.304401,1560
-40.758553,145.275421,1555
-36.725245,142.203729,1555
-34.879357,138.609927,1555
-33.898793,151.102087,1550
-22.133456,115.448968,1550
-33.776781,151.28494,1545
-38.037026,145.304198,1535
-37.819364,145.313346,1535
-37.700454,144.766873,1535
-35.366161,150.320507,1535
-27.552052,153.030643,1535
-37.803515,144.998203,1525
-37.494056,144.806632,1525
-36.404918,140.601672,1525
-36.231961,144.87573,1525
-33.725566,150.431839,1515
-33.878774,151.156819,1510
-27.49069,153.158727,1510
-27.484177,153.040982,1505
-37.966218,145.17877,1500
-33.656984,150.974528,1500
-38.315452,146.414358,1495
-22.810583,141.861769,1495
-21.605319,116.311985,1495
-38.271074,144.614191,1490
-37.819222,145.196686,1490
-40.505978,148.338962,1480
-33.78042,151.162007,1480
-29.967278,115.856422,1480
-34.896906,138.542493,1475
-33.735222,151.123716,1460
-34.517974,138.765349,1455
-36.430131,142.677858,1450
-34.886018,138.587083,1450
-27.468391,153.022126,1450
-36.461381,144.976813,1445
-31.842318,152.686583,1445
-24.49928,144.26853,1445
-24.146903,151.634285,1445
-38.084781,144.352385,1440
-33.119332,115.907354,1440
-31.296345,118.896267,1440
-37.861799,145.284418,1435
-36.358017,146.330564,1435
-35.610147,146.767477,1435
-34.177881,139.955939,1430
-34.01362,151.101891,1430
-27.077933,153.080799,1430
-33.903892,151.206316,1425
-33.357329,139.143828,1425
-27.479866,152.964146,1420
-37.847981,141.706379,1415
-37.804846,144.986906,1415
-33.691922,151.097508,1415
-28.619887,115.338356,1415
-38.20363,143.892824,1410
-27.681519,153.186817,1405
-26.649074,149.773144,1405
-37.835562,144.839704,1400
-33.707725,150.181517,1400
-32.601853,151.543017,1400
-37.938068,145.433024,1395
-27.475814,153.120634,1395
-36.722034,147.149468,1390
-34.04984,151.085005,1385
-26.176717,151.776012,1380
-42.104584,147.614307,1375
-35.041551,138.856429,1375
-21.221858,149.040703,1370
-37.811303,147.867533,1365
-28.127323,153.45837,1365
-43.171185,147.750593,1360
-38.465552,145.293632,1360
-33.920698,151.17074,1360
-42.916204,147.3368,1355
-42.906796,147.480017,1355
-38.245649,146.16397,1355
-37.869072,144.999026,1355
-37.825173,145.097236,1355
-34.711018,148.555243,1355
-33.846098,151.086036,1355
-38.415199,145.050587,1350
-16.09862,123.610523,1350
-31.568218,138.70506,1340
-37.880748,145.128118,1335
-33.755499,151.064176,1335
-34.037692,151.101564,1330
-41.397239,147.130185,1325
-37.902805,145.089719,1325
-32.005644,115.904425,1325
-34.977122,138.516973,1320
-32.931589,151.740716,1320
-42.975502,147.298181,1315
-37.840679,144.991264,1315
-36.335898,147.35527,1315
-27.629474,153.142035,1315
-43.138712,148.006561,1310
-37.66607,145.002679,1310
-31.950074,117.815142,1310
-34.009345,151.063808,1305
-35.727789,141.930872,1300
-31.965498,115.977633,1300
-26.731692,152.965037,1300
-33.810388,150.850764,1295
-30.595044,150.17806,1295
-38.660637,143.177116,1290
-37.922369,145.059426,1290
-37.807135,144.861162,1290
-33.034213,137.525354,1290
-28.150726,116.689412,1290
-23.515643,144.616977,1290
-34.486406,142.348315,1285
-31.801707,115.799832,1285
-35.718823,139.743422,1280
-34.86668,147.014242,1280
-27.405747,153.105247,1280
-27.343884,151.887919,1280
-37.893263,145.246731,1275
-33.910105,151.194825,1275
-30.650914,116.425241,1275
-41.915923,147.410747,1270
-29.107426,115.946714,1270
-37.757895,148.116641,1265
-33.838021,151.216869,1265
-34.486238,117.62552,1260
-34.773234,138.738733,1255
-33.650554,121.798896,1255
-35.162259,147.463477,1250
-20.889915,148.737792,1250
-35.520797,138.668775,1245
-34.256363,138.772345,1245
-37.81805,145.149653,1240
-37.595015,144.856082,1240
-36.686814,146.313751,1240
-34.855449,138.815964,1240
-30.973619,151.095609,1240
-28.392183,153.541853,1240
-27.558858,153.154177,1240
-23.832434,151.121567,1240
-37.707326,144.967874,1235
-38.087758,143.88056,1230
-35.335821,149.093455,1230
-34.796682,138.674657,1230
-33.322813,115.868603,1230
-37.897137,145.222634,1225
-36.844091,145.357627,1225
-29.340545,116.702611,1225
-42.646044,147.451363,1220
-41.308785,147.702655,1215
-37.867864,145.092946,1215
-37.786971,144.96724,1215
-31.141763,115.424522,1215
-27.057139,135.062571,1215
-37.70789,141.549163,1210
-34.861332,138.675254,1210
-33.213883,148.684862,1210
-41.117415,146.83066,1205
-38.38752,145.19304,1205
-32.987279,151.651275,1205
-32.88219,137.946255,1205
-36.357399,146.842075,1200
-34.061753,151.064329,1190
-33.945635,151.241292,1190
-26.844909,144.975368,1190
-36.182336,144.511713,1185
-36.132613,147.49344,1185
-35.020077,138.756728,1185
-34.897167,138.864359,1185
-32.047498,150.187517,1185
-38.483041,145.466781,1180
-30.779803,137.197175,1180
-33.728545,150.484549,1175
-34.784447,138.609874,1170
-34.599488,148.255601,1170
-31.982199,115.869482,1170
-31.960364,115.913458,1170
-37.985059,145.067356,1165
-37.980059,145.325994,1165
-33.949431,138.773663,1165
-31.155223,150.54907,1165
-27.644688,153.08304,1165
-36.942586,140.246064,1160
-35.369991,149.094831,1160
-27.960815,153.183429,1160
-37.731464,144.904815,1155
-36.343395,140.919727,1155
-34.074239,150.919554,1155
-31.935675,115.834335,1155
-38.217991,145.227373,1150
-35.003888,138.618684,1150
-31.95388,115.963293,1150
-20.971499,117.740969,1150
-42.890148,147.328928,1145
-42.83903,147.360174,1145
-37.772675,145.048573,1145
-37.075364,144.387629,1145
-30.429334,116.826594,1145
-27.611502,153.109769,1145
-37.891841,145.002571,1140
-35.218737,149.132505,1140
-33.884685,151.25591,1140
-41.472098,146.944728,1135
-33.602167,150.991055,1135
-36.388628,142.093883,1130
-33.884119,151.212262,1130
-17.025592,145.730423,1130
-42.706031,145.537671,1125
-33.333187,151.3433,1125
-32.017663,115.967142,1125
-27.81609,153.048563,1125
-37.624929,145.288073,1120
-27.730432,153.04108,1120
-38.647562,146.507929,1115
-37.817403,144.956776,1115
-34.823114,139.191868,1115
-34.44817,147.815806,1115
-28.900034,121.092655,1115
-27.464676,152.999039,1115
-36.050686,145.329026,1110
-32.931635,151.778021,1110
-33.766075,150.935836,1105
-31.90733,115.769183,1105
-30.214559,117.144456,1105
-27.652403,153.174214,1105
-27.128401,152.936289,1105
-33.851868,151.026756,1100
-27.643845,153.022499,1100
-37.960778,142.478612,1095
-34.804991,147.193088,1090
-36.266642,144.257135,1085
-33.169137,138.482155,1085
-31.125288,117.204349,1085
-33.634941,149.164475,1080
-29.774917,115.180736,1080
-33.448521,135.581933,1075
-37.784683,144.854014,1070
-41.600123,147.046481,1065
-37.521863,145.353378,1065
-34.795292,138.758111,1065
-27.419484,153.059749,1065
-35.500615,138.710195,1060
-30.859977,117.071157,1060
-34.461249,138.685512,1055
-34.051274,150.793614,1055
-33.707117,151.27114,1045
-27.383801,149.525379,1045
-20.720423,148.622011,1045
-38.025018,145.349488,1040
-34.919985,138.630575,1040
-32.750429,115.859383,1040
-31.908357,115.814562,1040
-28.182084,153.37739,1040
-38.630568,146.436583,1030
-35.918885,142.441984,1030
-35.330382,149.125739,1030
-34.372016,117.096189,1030
-33.992159,151.10599,1030
-27.673806,153.027323,1030
-37.814183,144.888686,1025
-34.029927,151.193492,1025
-33.78709,151.012511,1020
-27.91583,145.083656,1020
-27.180602,133.420868,1020
-34.924843,138.788705,1015
-31.834469,115.774028,1015
-29.740667,115.839422,1015
-22.515013,149.235514,1015
-42.842607,147.289682,1010
-35.202209,143.394092,1010
-34.574113,142.87381,1010
-31.140717,117.083327,1010
-36.423823,145.178369,1005
-33.82252,150.781767,1005
-28.271718,153.472644,1005
-27.211886,153.046414,1005
-27.005542,152.957238,1005
-38.367874,144.768301,1000
-34.779057,138.49958,1000
-33.894912,151.206211,995
-32.133322,152.33084,995
-30.770199,139.076342,995
-28.901048,150.742604,995
-26.731753,151.083543,995
-37.857116,145.057833,990
-36.623748,145.852449,990
-33.822837,151.21246,990
-33.13467,138.985832,985
-32.668322,117.129227,985
-42.965741,147.47851,980
-41.499942,147.209446,980
-36.092132,142.446015,980
-33.658174,151.143563,980
-31.921222,115.831181,980
-38.305806,145.136622,975
-34.891863,138.760552,975
-34.00333,136.301759,975
-33.605124,148.952525,975
-33.091309,135.249834,975
-33.7237,150.45933,960
-32.005554,115.520516,960
-31.584172,149.440922,960
-36.950365,144.281488,955
-37.802608,144.977795,950
-28.463902,151.744738,950
-37.0666,142.771159,945
-30.446675,116.070173,945
-38.180923,142.409105,940
-38.002518,145.42327,940
-37.924431,145.241589,940
-37.87179,144.04476,940
-37.424288,143.143621,940
-35.586342,145.52068,940
-34.976263,138.570739,940
-33.689941,151.290953,940
-33.64991,148.420031,940
-33.18208,115.903221,940
-32.407414,115.757908,940
-31.526755,118.167797,940
-37.892139,145.023394,935
-35.754185,145.872814,935
-33.252592,138.961232,935
-42.861932,147.293268,930
-37.981249,142.660643,930
-37.050037,144.747197,930
-30.561306,117.153374,930
-27.652812,153.110764,930
-38.039958,144.422666,925
-36.658804,141.366071,925
-36.135717,146.864361,925
-34.798549,138.644685,925
-33.666855,150.553111,925
-30.266489,116.750631,925
-28.904615,151.948363,925
-37.797042,147.814894,920
-33.88871,151.240508,920
-41.366416,146.996977,910
-22.427636,144.622118,910
-37.3209,145.839057,905
-34.963083,138.527412,905
-33.660707,151.314599,905
-37.593554,145.112985,900
-34.829603,138.638946,900
-33.998362,150.894916,900
-33.724898,151.043941,900
-24.936614,143.103133,900
-36.865206,148.701564,895
-33.90441,151.138999,895
-27.324371,150.444304,890
-37.845116,145.270141,885
-37.803569,144.966112,885
-34.857324,138.75703,885
-33.729916,150.407048,885
-38.048316,145.371635,880
-37.898544,147.680121,880
-37.779876,145.282396,880
-34.805141,138.966075,880
-28.61221,147.830117,880
-37.956585,145.013472,875
-35.204199,141.385876,875
-30.940448,116.396621,875
-37.78391,145.322794,870
-35.700788,143.406398,870
-33.929096,151.252171,870
-32.068768,115.759022,870
-31.920863,115.914851,870
-30.960681,119.078912,870
-37.666265,144.956763,865
-38.409363,144.176397,860
-37.252718,143.815613,860
-33.887602,151.124008,860
-32.931265,151.752466,860
-37.752123,145.204689,855
-34.332109,150.904835,855
-33.626627,149.08632,855
-31.956931,115.874601,855
-32.879469,151.80174,850
-30.864342,150.875031,850
-27.186624,152.932083,850
-35.026307,138.601272,845
-36.587922,146.75397,840
-27.510035,153.131429,840
-23.303751,117.47663,840
-22.055582,120.282267,840
-38.103194,145.137811,835
-37.162862,140.321798,835
-36.985747,145.739419,835
-35.237265,138.478943,835
-33.910308,151.12086,835
-33.896401,151.245049,835
-36.070928,147.942058,830
-31.605391,117.471029,830
-37.144067,145.54096,825
-34.72213,138.565037,825
-33.725619,150.89547,825
-27.629394,152.858086,825
-41.788619,147.317089,820
-35.389263,149.049785,820
-38.448155,145.723537,815
-38.383367,144.873115,815
-37.824608,144.950858,815
-35.7157,142.329159,815
-33.977497,150.856709,815
-38.673841,145.987059,810
-37.667713,145.150369,810
-33.798378,151.17711,810
-33.773937,116.03654,810
-33.223445,121.682321,810
-38.345527,144.739101,805
-37.885138,145.316734,805
-34.857497,138.558318,805
-35.931669,144.262942,800
-34.569464,145.937532,800
-31.817926,152.595335,800
-21.461934,115.001086,800
-37.993258,146.013136,795
-31.886322,115.89088,795
-26.33317,147.921117,795
-36.597861,142.693946,790
-33.980264,151.071837,790
-27.669244,153.24333,790
-37.943586,144.498479,785
-33.757296,151.130278,785
-31.168259,117.660055,785
-29.757915,148.837106,785
-33.895705,151.227236,780
-27.445107,152.985176,780
-31.907828,116.132045,775
-37.85523,145.151119,770
-37.758335,145.142675,770
-37.596078,145.005578,770
-35.579513,140.32532,770
-30.775229,151.154222,770
-37.810871,144.949592,765
-33.782501,150.996388,765
-29.985367,151.265077,765
-34.092233,138.620883,760
-34.090426,142.065808,760
-37.727529,144.866305,755
-34.285345,140.51443,755
-27.56237,152.588235,755
-23.657893,150.643168,755
-38.043995,145.264296,750
-31.17375,150.729574,745
-26.671589,153.101997,745
-38.411964,143.924288,740
-33.811042,150.72319,740
-24.784155,145.141177,740
-37.761235,144.86194,735
-33.882419,151.113385,735
-33.862021,117.651128,735
-36.405771,143.810786,730
-35.24588,145.627125,730
-33.768837,150.626788,730
-32.915791,151.767408,730
-31.992082,115.945564,730
-37.923345,145.087614,725
-37.832179,144.918044,725
-31.161423,116.104431,725
-27.013381,150.812644,725
-35.124824,138.500365,720
-31.971725,115.896029,720
-30.871011,121.541783,720
-29.131193,150.307886,720
-33.896378,138.43015,715
-33.095552,151.412119,715
-22.580866,149.675382,715
-37.74107,144.857638,710
-35.233606,139.511686,705
-33.964713,151.084774,705
-37.766184,144.922995,700
-31.915463,115.883976,695
-35.017416,138.520459,685
-32.88365,151.688102,685
-32.544993,134.650428,685
-33.926056,151.122881,680
-37.920945,145.167859,675
-37.817798,145.174489,675
-37.351704,144.144216,675
-35.701439,143.152747,675
-33.338057,115.776497,675
-27.506409,153.243312,675
-20.354067,148.958824,675
-34.187027,140.454506,670
-34.064708,139.786627,670
-33.75185,151.229211,670
-40.801511,147.630044,660
-36.37708,145.125014,660
-34.193052,150.559186,660
-32.9894,117.7572,660
-27.681063,153.084397,660
-34.329424,143.491656,655
-34.312427,138.517968,655
-37.307042,140.838441,650
-37.298061,141.948371,650
-33.891041,151.268968,650
-31.690852,149.051954,650
-26.686321,153.113416,650
-25.891004,152.928987,650
-37.670851,145.185826,645
-37.017241,145.850304,645
-29.035918,150.435032,645
-42.898778,147.433337,640
-33.666637,151.112681,640
-32.892884,151.697356,640
-37.184831,144.374338,635
-35.290568,138.470002,635
-41.08106,147.823431,630
-36.062544,144.46276,625
-35.824259,143.232677,625
-33.015031,138.746595,625
-31.290084,118.22061,625
-42.730285,147.631695,620
-35.608279,148.091211,620
-34.810928,138.776976,620
-33.942677,138.722876,620
-33.895055,138.031867,620
-32.023679,118.806453,620
-37.563905,145.142035,615
-35.235708,143.493525,615
-33.901925,151.053858,615
-35.639761,144.094672,610
-27.458767,153.103331,610
-32.80966,118.724162,605
-31.949349,116.28143,605
-30.22554,115.20926,605
-28.941714,144.560358,605
-38.298267,146.708775,600
-37.910077,145.324468,600
-28.508802,150.646259,600
-37.971763,145.255599,595
-34.968504,138.769031,595
-33.966692,151.101764,595
-33.887203,150.979458,595
-32.366157,142.666608,595
-38.069094,145.406887,590
-37.5878,144.123664,590
-35.033769,138.620405,590
-33.936534,150.585995,590
-33.791357,151.092072,585
-32.039897,116.013165,585
-34.939245,138.710203,580
-32.853807,115.896715,580
-42.950412,147.512182,575
-37.978698,145.031561,575
-37.827203,145.075748,575
-37.539267,145.784751,575
-32.728461,151.385451,575
-23.711361,150.81952,575
-43.008052,147.309302,570
-35.124126,138.473209,570
-33.937551,151.147956,570
-37.878188,145.332431,565
-37.918437,143.758576,560
-37.563775,149.909868,560
-35.386025,138.505922,560
-33.976987,149.02317,560
-37.712474,145.005955,555
-36.304285,147.123674,555
-33.9233,151.202697,555
-30.730158,116.762957,555
-42.807682,147.743285,550
-38.354321,144.931834,550
-37.848036,145.377128,550
-34.911523,138.584497,550
-34.251101,140.28104,550
-34.26948,117.398532,545
-27.862349,153.135566,545
-41.044472,145.804533,540
-38.232443,142.884394,540
-38.261168,145.096992,535
-37.643461,144.707974,535
-36.119195,146.717193,535
-34.983539,148.390372,535
-34.965178,143.375822,535
-28.893724,148.847796,535
-37.770977,148.426851,530
-34.196004,150.708875,530
-31.924969,149.319295,530
-23.059653,148.429161,530
-42.78011,147.488282,525
-37.354647,145.052552,525
-31.601076,117.979823,525
-30.07897,148.924417,525
-25.60309,139.323274,525
-37.413302,144.752095,520
-35.005492,138.553853,520
-33.835883,150.976594,520
-34.867318,138.481639,515
-34.48494,150.840792,515
-32.930221,151.706545,515
-31.895542,118.1626,515
-31.310791,116.042298,510
-37.639887,144.879626,505
-35.191375,140.685318,505
-33.881009,151.084759,505
-27.390823,153.234041,505
-37.836663,145.430311,500
-33.830687,151.243351,500
-33.47611,138.424322,500
-35.744959,137.236746,495
-27.277628,152.946201,495
-27.181203,153.013716,495
-38.01378,145.726311,490
-35.39199,141.121226,490
-38.207476,145.922212,485
-36.00978,145.486015,485
-30.568116,115.250201,485
-27.487689,153.1998,485
-38.383368,145.153269,480
-36.256251,144.515589,480
-28.415979,149.824698,480
-28.06794,153.40282,475
-37.448455,144.792581,470
-27.502289,153.209624,470
-34.78436,148.326675,465
-33.700603,150.880097,465
-38.009435,145.265524,460
-32.328863,115.833257,460
-31.126499,117.249295,460
-27.604588,152.840187,460
-23.68492,148.187851,460
-20.053296,148.887166,460
-37.105993,143.412675,455
